Interval,OvrFd Off,In Abnd,In Ans,In,Out Ans,Out,Max Wait (Seconds Value),Avg Wait (Seconds Value),Avg In Ans (Seconds Value),Avg Abnd (Seconds Value),% Svc (Other Value),Avg Rng (Out) (Seconds Value),Tot Tlk (Seconds Value),Avg Tlk (Seconds Value),Adv,Att Ret Abnd,Avg Answer (Other Value),Abnd After EM,Abnd Before EM,End On-Hold,Esc,Esc To,In Abnd Unique,Max Concr,Out Fail,OvrFd In,All Ans,All,UnMon,Unsuc Ret Abnd,Ans <= 15s,Abnd <= 60s,Avg Call (Seconds Value),Avg Held (Seconds Value),Avg Rng (In/Out) (Seconds Value),Max Call (Seconds Value),Max Held (Seconds Value),Max Talk (Seconds Value),Tot Call (Seconds Value),Tot Held (Seconds Value),Tot Rng (Seconds Value),Alerting (Seconds Value),Available (Seconds Value),Busy (Seconds Value),Handling (Seconds Value),N/A (Seconds Value)
03/01/2026 (16:00:00 - 16:59:59),0,12,107,119,44,50,47.891535366327346,14.113265933111121,0,0,100,0,44182.716048259615,412.9225798902768,0,0,0,0,0,0,0,0,0,0,6,0,151,169,0,0,72,9,0,0,0,1407.0645656508275,70.52485848335658,1332.1334691617997,46708.416072187625,2054.232557321198,665.3419388563511,328.9391620216216,221362.88524573643,47037.355234209244,46708.416072187625,19599.759520054333
03/01/2026 (17:00:00 - 17:59:59),0,1,94,95,22,26,46.538671428431144,9.153578588049093,0,0,100,0,31145.541261696722,331.33554533719916,0,0,0,0,0,0,0,0,0,0,4,0,116,121,0,0,74,1,0,0,0,1026.7436503465633,61.94729617756864,959.1693432561643,33235.6201,1561.1398140848244,652.7332658883257,533.3373592804821,241935.8333186148,33768.957460868085,33235.6201,12295.209220517094
03/01/2026 (18:00:00 - 18:59:59),0,8,70,78,23,24,45.13232801504513,10.53414448405477,0,0,100,0,24127.460209214187,344.6780029887741,0,0,0,0,0,0,0,0,0,0,1,0,93,102,0,0,44,7,0,0,0,846.6526413468156,134.98924170245954,703.3508451266862,28071.763803319394,3362.424777868318,773.0675701432953,419.3587736388068,241017.35886525997,28491.12258,28071.763803319394,18491.518557781805
03/01/2026 (19:00:00 - 19:59:59),0,3,54,57,21,22,9.043372136634273,2.6137282126989767,0,0,100,0,17425.536544909584,322.6951212020293,0,0,0,0,0,0,0,0,0,0,1,0,75,79,0,0,49,2,0,0,0,1276.6332699356078,54.53211447425459,1214.7907987823073,18767.34057,947.0447642023353,548.2767509284471,293.1289970718984,256262.69380369212,19060.469566852298,18767.34057,12676.83662945557
03/01/2026 (20:00:00 - 20:59:59),0,2,46,48,10,11,16.053411086548948,2.8682189111029794,0,0,100,0,10982.439964485431,238.74869488011808,0,0,0,0,0,0,0,0,0,0,1,0,56,59,0,0,42,1,0,0,0,666.0763367730128,80.08447793634049,579.7974341191865,12213.855937889779,946.4724363999977,346.88778417920844,163.86574946939817,253808.45105181832,12377.721687359177,12213.855937889779,21813.827260822516
03/01/2026 (21:00:00 - 21:59:59),0,0,31,31,6,8,48.66212166466593,10.381557118138254,0,0,100,0,13215.899110140992,426.3193261335804,0,0,0,0,0,0,0,0,0,0,2,0,37,39,0,0,20,0,0,0,0,1124.1960073263253,69.85428469547499,1046.5222673573467,14027.95854559735,569.6563219777427,289.3198451196392,121.07224175377569,253523.0265354324,14149.030787351126,14027.95854559735,20327.942677216455
03/01/2026 (22:00:00 - 22:59:59),0,2,29,31,7,7,37.558699008241156,6.908526791,0,0,100,0,4998.0793223291585,172.34756283893648,0,0,0,0,0,0,0,0,0,0,0,0,36,38,0,0,26,1,0,0,0,731.4846232444477,79.42347125028914,645.3777431820821,5682.741815207758,490.8436373283843,240.60271723475086,126.704375,272235.5478236525,5809.446190194787,5682.741815207758,9955.005986152659
03/01/2026 (23:00:00 - 23:59:59),0,0,26,26,5,6,43.24528339945783,11.57279890288134,0,0,100,0,3581.9224340117707,137.76624746199118,0,0,0,0,0,0,0,0,0,0,1,0,31,32,0,0,17,0,0,0,0,691.7623948261821,135.06648658070046,549.6983400262858,4469.876647040493,706.0174393296306,216.92461479507062,106.7587343572657,270171.34180308366,4576.6353813977585,4469.876647040493,13252.022815518589
04/01/2026 (00:00:00 - 00:59:59),0,1,16,17,4,4,44.12082761786636,9.486163773387775,0,0,100,0,4627.0826982223825,289.1926686388989,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,0,11,1,0,0,0,1063.4913638093458,101.49956500330418,947.6372301,5372.113486325242,515.3576881978902,287.09137488121195,80.07021907584414,262336.49698251777,5452.183705401086,5372.113486325242,20211.31931208112
04/01/2026 (01:00:00 - 01:59:59),0,2,17,19,5,7,12.445559217567736,2.7075143440822442,0,0,100,0,5725.947453308762,336.8204384299272,0,0,0,0,0,0,0,0,0,0,2,0,22,26,0,0,15,2,0,0,0,1027.484905261497,55.68090261122373,959.4983365,6246.974960764898,311.83118235442805,270.7246560139747,64.3103803,268875.2070697037,6311.285341067478,6246.974960764898,12813.507589228804
04/01/2026 (02:00:00 - 02:59:59),0,0,23,23,2,4,28.276669043138256,5.828981307526407,0,0,100,0,5821.835856,253.12329807931218,0,0,0,0,0,0,0,0,0,0,2,0,25,27,0,0,20,0,0,0,0,1098.6338313983345,85.08633557,1010.6045672521842,6562.252075683123,672.7288625719153,73.57321444242085,99.45571477239608,272236.56588327856,6661.707790455519,6562.252075683123,9101.726326265923
04/01/2026 (03:00:00 - 03:59:59),0,3,31,34,6,7,8.181783862996374,2.0366565294093615,0,0,100,0,11754.976277000074,379.19278312903464,0,0,0,0,0,0,0,0,0,0,1,0,37,41,0,0,27,2,0,0,0,1019.4139868087948,66.26517687,946.0965373729591,12682.294011206091,708.6972847062602,260.9340848868082,103.90275663148704,262705.75789053354,12786.196767837579,12682.294011206091,12508.045341628866
04/01/2026 (04:00:00 - 04:59:59),0,2,23,25,5,5,31.26380926545115,8.932032240982078,0,0,100,0,5642.632070190372,245.33182913871184,0,0,0,0,0,0,0,0,0,0,0,0,28,30,0,0,19,0,0,0,0,690.7002185154606,101.26174599493392,578.6102719351718,6426.078389378113,534.3977057245779,303.18961638993676,78.32895029,259177.9372274515,6504.40734,6426.078389378113,22317.65543287885
04/01/2026 (05:00:00 - 05:59:59),0,1,32,33,7,7,24.777633563725814,6.385394311779202,0,0,100,0,5684.432142840326,177.6385044637602,0,0,0,0,0,0,0,0,0,0,0,0,39,40,0,0,27,1,0,0,0,660.3128072430414,144.05144932884264,509.2497866895325,7082.118515518911,1173.316093489264,273.45127776198484,115.61060231784863,271063.34514602285,7197.729118,7082.118515518911,9738.925736140396
04/01/2026 (06:00:00 - 06:59:59),0,1,39,40,10,12,12.69534648786653,2.417783680855239,0,0,100,0,8291.892450384084,212.61262693292525,0,0,0,0,0,0,0,0,0,0,2,0,49,52,0,0,34,1,0,0,0,523.5742252354672,66.57753234620874,446.6810285486881,9319.115348272715,624.9119886063839,505.4675526879512,205.1073305311375,268416.0223915365,9524.222678803853,9319.115348272715,10059.754929659628
04/01/2026 (07:00:00 - 07:59:59),0,1,38,39,6,7,33.79617696190555,6.143737959347403,0,0,100,0,9513.083523280819,250.34430324423207,0,0,0,0,0,0,0,0,0,0,1,0,44,46,0,0,28,0,0,0,0,695.5094918290393,164.2006135669256,523.0148318737873,11807.521938205224,1979.2646521680053,364.93804108635794,141.06106722088296,255503.45008565794,11948.583005426106,11807.521938205224,20547.966908915958
04/01/2026 (08:00:00 - 08:59:59),0,4,63,67,14,17,11.805912376899728,2.779030399024715,0,0,100,0,15926.044868202564,252.79436298734228,0,0,0,0,0,0,0,0,0,0,3,0,77,84,0,0,58,3,0,0,0,1018.9427128572298,58.72165047066445,956.3651745,17499.804704558766,1330.8388970837614,296.9033702218694,326.5223592,261492.72092844392,17826.327063737896,17499.804704558766,8680.952007818178
04/01/2026 (09:00:00 - 09:59:59),0,4,98,102,29,33,56.635305172628776,10.563214192052744,0,0,100,0,26112.168526412454,266.45069924910666,0,0,0,0,0,0,0,0,0,0,4,0,127,135,0,0,66,4,0,0,0,857.3832154278721,56.983124519150394,790.4128859530857,28921.176693161953,1830.2620810971687,1268.375029365778,408.04447897736964,245116.08011982337,29329.22117213932,28921.176693161953,13554.698708037327
04/01/2026 (10:00:00 - 10:59:59),0,2,97,99,32,34,19.251728477705356,3.636357349600444,0,0,100,0,16430.446674946015,169.38604819531974,0,0,0,0,0,0,0,0,0,0,2,0,129,133,0,0,79,1,0,0,0,727.6272317223306,78.68074209419295,641.6443626163233,19214.72544603354,2075.9724509415305,941.9743845240547,570.6519300342662,257853.65388852675,19785.377376067805,19214.72544603354,10360.96873540545
04/01/2026 (11:00:00 - 11:59:59),0,10,121,131,45,46,55.67017538684136,14.598473528648483,0,0,100,0,44366.40652296444,366.66451671871437,0,0,0,0,0,0,0,0,0,0,1,0,166,177,0,0,75,6,0,0,0,1516.6434682172385,69.97903612818831,1433.4243847012417,48851.67919120867,2883.226934319401,2197.8478663762194,406.5099045687397,220645.70611918555,49258.18909577741,48851.67919120867,18096.104785037067
04/01/2026 (12:00:00 - 12:59:59),0,8,173,181,51,55,45.75887558983102,14.742500951530022,0,0,100,0,34042.254288844735,196.77603635170368,0,0,0,0,0,0,0,0,0,0,4,0,224,236,0,0,96,7,0,0,0,794.0617931595915,119.64230166903994,664.6882775616039,40429.784961342186,4704.030662789505,2179.79192,877.2718514559601,229097.47316975714,41307.056812798146,40429.784961342186,17595.47001744473
04/01/2026 (13:00:00 - 13:59:59),0,11,140,151,31,35,61.796110378521064,14.220394984093522,0,0,100,0,28066.957608795667,200.47826863425476,0,0,0,0,0,0,0,0,0,0,4,0,171,186,0,0,91,8,0,0,0,823.7050447,47.79489105304783,768.412862,31052.23722763421,1935.6587879670456,1282.0368719930439,751.7334368645378,237398.0230864027,31803.97066449875,31052.23722763421,18798.006249098544
04/01/2026 (14:00:00 - 14:59:59),0,11,136,147,27,31,41.59553951515642,13.197432163816373,0,0,100,0,41441.65033116867,304.7180171409461,0,0,0,0,0,0,0,0,0,0,4,0,163,178,0,0,86,8,0,0,0,983.9058994156275,191.42208834629005,786.7088836014539,47489.28891095016,5262.248444149332,941.3131772650225,778.4729710234208,218466.51208582407,48267.76188197359,47489.28891095016,21265.726032202325
04/01/2026 (15:00:00 - 15:59:59),0,4,102,106,31,32,43.324120120038586,9.828919319223658,0,0,100,0,34949.932704918065,342.6463990678242,0,0,0,0,0,0,0,0,0,0,1,0,133,138,0,0,77,3,0,0,0,1250.8107431096619,107.75806264780935,1137.661146203438,39794.018720091255,4294.149520814914,717.0740564,586.3496683150032,226541.32382614497,40380.368388406256,39794.018720091255,21078.307785448764
04/01/2026 (16:00:00 - 16:59:59),0,6,132,138,23,25,72.74954686,12.93029977291574,0,0,100,0,36017.43652044288,272.85936757911276,0,0,0,0,0,0,0,0,0,0,2,0,155,163,0,0,85,4,0,0,0,676.9212982040224,96.78606495474233,574.8169209290379,40932.95969324089,4213.505946526036,824.3384096,589.0724684646688,235055.69423900178,41522.03216170556,40932.95969324089,11422.273599292681
04/01/2026 (17:00:00 - 17:59:59),0,8,86,94,29,31,33.92995556815914,10.507183454962309,0,0,100,0,24331.81364203066,282.92806560500765,0,0,0,0,0,0,0,0,0,0,2,0,115,125,0,0,64,7,0,0,0,974.6094193761827,128.19326330515074,840.8636428578787,27140.51374630488,2331.1839679430527,638.5390195126188,283.15427439707025,249230.08036923167,27423.668020701953,27140.51374630488,11346.251610066369
04/01/2026 (18:00:00 - 18:59:59),0,2,61,63,23,24,22.733342698511507,4.434059035406199,0,0,100,0,20840.181247463002,341.64231553218036,0,0,0,0,0,0,0,0,0,0,1,0,84,87,0,0,51,2,0,0,0,1139.0235782637317,124.9598056855092,999.1002121053892,23492.400624108657,1739.442187802835,1256.9390797179856,320.8614120937941,253283.37894046208,23813.26203620245,23492.400624108657,10903.359023335446
04/01/2026 (19:00:00 - 19:59:59),0,3,75,78,19,19,37.461938863845354,8.652544651401133,0,0,100,0,28243.490212517605,376.57986950023474,0,0,0,0,0,0,0,0,0,0,0,0,94,97,0,0,60,2,0,0,0,1334.811126199924,61.974637038843696,1265.6986395874299,30776.135752724695,1997.3068221832957,670.9578599231518,404.92773768588887,238470.40969256058,31181.063490410583,30776.135752724695,18348.52681702886
04/01/2026 (20:00:00 - 20:59:59),0,1,32,33,15,19,57.55082776224554,10.005747776343517,0,0,100,0,7503.097133721886,234.47178542880894,0,0,0,0,0,0,0,0,0,0,4,0,47,52,0,0,20,1,0,0,0,920.9739868570421,54.92871417774758,852.4875043756467,8392.427558240921,455.48183880230675,637.2151102714433,142.7424944890115,270052.70462354465,8535.170052729933,8392.427558240921,9412.125323725417
04/01/2026 (21:00:00 - 21:59:59),0,2,29,31,12,13,13.322656215277641,3.259845956845864,0,0,100,0,4913.970978730597,169.44727512864128,0,0,0,0,0,0,0,0,0,0,1,0,41,44,0,0,26,2,0,0,0,605.3886105143163,171.69168252146875,428.67226199563333,6067.820158084181,1008.1338654343703,206.0113058857834,170.4606519,260683.52665090494,6238.280809982919,6067.820158084181,21078.192539112144
04/01/2026 (22:00:00 - 22:59:59),0,0,22,22,7,7,48.82977726781818,8.85595649,0,0,100,0,3964.071088734516,180.18504948793253,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,18,0,0,0,0,632.8373266357613,59.00749416463884,566.0078771379866,4498.439473826569,362.28536776306316,226.8367046609415,110.13537386432128,268336.29468138295,4608.574848,4498.439473826569,15055.13047092619
04/01/2026 (23:00:00 - 23:59:59),0,1,20,21,10,10,33.90740601158643,5.865185556191255,0,0,100,0,4298.185202373527,214.90926011867637,0,0,0,0,0,0,0,0,0,0,0,0,30,31,0,0,13,0,0,0,0,634.3181328661823,107.50223356118786,522.2960016812389,4845.463651582633,456.8804967339954,135.59692871266648,118.89581989460652,263373.31531949074,4964.359471,4845.463651582633,19662.325209032017
05/01/2026 (00:00:00 - 00:59:59),0,1,31,32,6,7,15.102913442846255,3.4712903532166846,0,0,100,0,9947.316476927264,320.88117667507305,0,0,0,0,0,0,0,0,0,0,1,0,37,39,0,0,26,1,0,0,0,1007.1490495111285,36.76607747724445,964.1382224565704,10459.083667006338,318.1799531823492,231.05573436060592,182.93152272423634,264333.7841939755,10642.015189730575,10459.083667006338,13024.200616293909
05/01/2026 (01:00:00 - 01:59:59),0,1,33,34,6,6,38.10616444,10.063004857072762,0,0,100,0,6484.300980261154,196.49396909882284,0,0,0,0,0,0,0,0,0,0,0,0,39,40,0,0,30,1,0,0,0,697.7652988525091,52.72484228,637.5538445442985,7222.4273143182145,491.06813702376644,291.97786922116654,183.4172222640251,271709.7986160063,7405.844537,7222.4273143182145,8884.356847411465
05/01/2026 (02:00:00 - 02:59:59),0,4,30,34,3,4,10.412707355510051,2,0,0,100,0,6099.239650850076,203.3079883616692,0,0,0,0,0,0,0,0,0,0,1,0,33,38,0,0,30,3,0,0,0,788.9867968114545,121.57080355001253,662.2811770073625,7342.432207927364,1089.148069454908,169.4489363846185,114.3473470536786,268907.4320693344,7456.779554981043,7342.432207927364,11635.788375684599
05/01/2026 (03:00:00 - 03:59:59),0,1,27,28,7,7,6.576679921613237,2,0,0,100,0,6266.317573038975,232.08583603848055,0,0,0,0,0,0,0,0,0,0,0,0,34,35,0,0,26,1,0,0,0,1013.1617852283276,131.85775317038917,876.4933474100628,7227.970641992971,831.7645834613538,163.56327802777056,109.32203428026924,261952.60342700017,7337.292676,7227.970641992971,18710.103896726556
05/01/2026 (04:00:00 - 04:59:59),0,1,40,41,10,10,34.13630484439217,6.887895729204277,0,0,100,0,14591.266986857543,364.78167467143857,0,0,0,0,0,0,0,0,0,0,0,0,50,51,0,0,31,1,0,0,0,1089.9996818592408,49.09615987054382,1037.9820266311733,15589.305064965069,881.1782638065702,146.0747678761941,152.14380665479527,262534.8740200183,15741.448871619863,15589.305064965069,9723.677108361773
05/01/2026 (05:00:00 - 05:59:59),0,1,50,51,9,9,17.22592584392015,3.9348959037620888,0,0,100,0,7612.433077582341,152.24866155164682,0,0,0,0,0,0,0,0,0,0,0,0,59,60,0,0,42,0,0,0,0,751.8663165827506,224.95637403493348,518.4687171515404,10539.95564973106,2505.4613023348825,498.03229838032917,253.2426236703645,262084.67624683212,10793.198273401425,10539.95564973106,15122.125479766448
05/01/2026 (06:00:00 - 06:59:59),0,2,60,62,13,16,24.80031028142692,5.636275786,0,0,100,0,10702.172964006839,178.36954940011398,0,0,0,0,0,0,0,0,0,0,3,0,73,78,0,0,50,1,0,0,0,514.4506551568851,62.566727091810044,444.19228642656867,12583.770286896006,1420.0988245787842,561.4898396109655,294.9502625409274,262299.6421233799,12878.720549436934,12583.770286896006,12821.637327183133
05/01/2026 (07:00:00 - 07:59:59),0,7,71,78,9,10,29.66831100802687,5.334832816131179,0,0,100,0,31565.996932643597,444.5915060935718,0,0,0,0,0,0,0,0,0,0,1,0,80,88,0,0,61,4,0,0,0,1142.7166921066637,99.75335607014853,1033.395081170086,33810.33392540316,1564.9908972430944,765.4603893143291,283.2046470637568,244488.22796751835,34093.53857246692,33810.33392540316,9418.233460014704
05/01/2026 (08:00:00 - 08:59:59),0,6,121,127,13,15,47.90653857816637,14.80462665273729,0,0,100,0,36999.32755319923,305.7795665553656,0,0,0,0,0,0,0,0,0,0,2,0,134,142,0,0,79,6,0,0,0,1011.4828009399287,103.44667359944017,902.6181632540471,41735.81401491638,4080.9128072577314,726.0071875831525,436.6872407420625,224127.63066790716,42172.50125565844,41735.81401491638,21699.868076434388
05/01/2026 (09:00:00 - 09:59:59),0,15,166,181,30,32,70.41528792757757,21.817663682445144,0,0,100,0,59549.87512839864,358.73418752047377,0,0,0,0,0,0,0,0,0,0,2,0,196,213,0,0,83,12,0,0,0,929.9018137545111,74.24209712373613,847.0312842552408,63475.17020493551,2492.9753021982046,1691.1727456046842,716.1480906,211983.8173366559,64191.31829554036,63475.17020493551,11824.864367803757
05/01/2026 (10:00:00 - 10:59:59),0,15,158,173,27,29,56.719790952085056,14.209889472669143,0,0,100,0,31647.66342008311,200.3016672157159,0,0,0,0,0,0,0,0,0,0,2,0,185,202,0,0,91,12,0,0,0,527.5677975957637,56.88474550690724,463.4130809026349,35813.01684933033,3016.697981824213,1344.944669450986,747.7370019326875,232521.90372031613,36560.75385126301,35813.01684933033,18917.342428420856
05/01/2026 (11:00:00 - 11:59:59),0,28,234,262,42,43,157.25920427558688,36.24742621103285,0,0,100,0,51030.23953429027,218.0779467277362,0,0,0,0,0,0,0,0,0,0,1,0,276,305,0,0,70,19,0,0,0,944.8834869721428,64.66962420698049,872.0849662869297,56237.62978869675,3305.2284785000716,2243.5754279921857,965.7831297803641,216957.59423877392,57203.412918477115,56237.62978869675,13838.99284274897
05/01/2026 (12:00:00 - 12:59:59),0,26,223,249,40,49,191.2824244745514,35.262921858340164,0,0,100,0,53866.63311328492,241.55440857975302,0,0,0,0,0,0,0,0,0,0,9,0,263,298,0,0,63,20,0,0,0,1043.0305808033881,180.57312312180113,855.8653847564802,65196.14037643863,9859.475000854914,1733.715179303053,1213.9598897081225,212367.44422650838,66410.10026614675,65196.14037643863,9222.455507
05/01/2026 (13:00:00 - 13:59:59),0,23,213,236,40,43,172.11024638017483,30.069525740686746,0,0,100,0,82472.48298794338,387.19475581194075,0,0,0,0,0,0,0,0,0,0,3,0,253,279,0,0,88,17,0,0,0,1430.8610824921827,89.60764195,1335.660786165676,87975.43006865346,4311.711698659353,1414.941557083711,789.2466988116445,188649.65561048986,88764.67677,87975.43006865346,10585.667622045035
05/01/2026 (14:00:00 - 14:59:59),0,22,225,247,36,39,123.77739471870773,28.653283428185528,0,0,100,0,68051.46753267072,302.4509668118699,0,0,0,0,0,0,0,0,0,0,3,0,261,286,0,0,85,17,0,0,0,801.4201099015731,75.82059842,718.4667278280716,75220.99287670013,5564.649022686112,1861.6565327582246,888.0861258,191204.27690081616,76109.07900254862,75220.99287670013,20686.644096635235
05/01/2026 (15:00:00 - 15:59:59),0,17,192,209,33,38,96.67662337656519,23.97745662106643,0,0,100,0,50122.40084292961,261.05417105692504,0,0,0,0,0,0,0,0,0,0,5,0,225,247,0,0,83,15,0,0,0,926.3023254356773,113.63242221998172,805.4560425501626,57435.26176107447,5927.799670362524,1623.118649744922,963.5678058,216952.91094108263,58398.82956686764,57435.26176107447,12648.259492049712
05/01/2026 (16:00:00 - 16:59:59),0,17,196,213,23,26,121.26156145029803,23.258755178227254,0,0,100,0,38348.478126973896,195.6555006,0,0,0,0,0,0,0,0,0,0,3,0,219,239,0,0,97,13,0,0,0,748.9796015401371,147.48217630680443,593.9726738,46454.453603120295,6631.1242015773105,1647.920556788934,989.1382866,221909.01677474802,47443.59188969307,46454.453603120295,18647.391335558932
05/01/2026 (17:00:00 - 17:59:59),0,11,149,160,21,25,62.13448716966191,11.479486339829998,0,0,100,0,36166.00535720077,242.72486816913266,0,0,0,0,0,0,0,0,0,0,4,0,170,185,0,0,99,10,0,0,0,623.6706397482816,54.50627453336519,564.2912140405612,40087.42089896769,3195.3160167880005,828.4356996403869,853.8587422,237878.24292162334,40941.279641184236,40087.42089896769,9180.477437192436
05/01/2026 (18:00:00 - 18:59:59),0,9,116,125,15,17,71.42134631715712,17.47472346754292,0,0,100,0,14386.029659872213,124.0174970678639,0,0,0,0,0,0,0,0,0,0,2,0,131,142,0,0,61,5,0,0,0,701.310296,234.49877485627812,460.38855484840667,21154.824625334888,6023.730873082849,841.4085870841117,405.19841373064503,257422.57837622453,21560.023039065534,21154.824625334888,9017.398584709945
05/01/2026 (19:00:00 - 19:59:59),0,10,102,112,16,17,44.52423161872853,8.663944763405928,0,0,100,0,23494.80855,230.3412602964304,0,0,0,0,0,0,0,0,0,0,1,0,118,129,0,0,77,7,0,0,0,857.3033414652442,75.24484268358212,775.5909986819189,27053.283411722994,2898.7898513132777,763.1650117697053,398.5489625379289,249935.93283945107,27451.832374260925,27053.283411722994,10612.234786287992
05/01/2026 (20:00:00 - 20:59:59),0,10,71,81,10,10,26.437872688228563,7.520251389103398,0,0,100,0,10654.369642140788,150.06154425550406,0,0,0,0,0,0,0,0,0,0,0,0,81,91,0,0,55,8,0,0,0,450.09288802214127,34.398407902287026,411.08893752386274,11837.718673243893,856.3555067877081,373.04895027531205,238.7554050393119,259107.47865050926,12076.474078283205,11837.718673243893,16816.04727120755
05/01/2026 (21:00:00 - 21:59:59),0,1,65,66,14,14,54.91790283481827,11.452893767998255,0,0,100,0,10142.823406059331,156.04343701629742,0,0,0,0,0,0,0,0,0,0,0,0,79,80,0,0,40,1,0,0,0,527.6517076177548,60.099495852574364,454.37760198777147,12352.646498801849,1353.4734572109273,1040.7941724153166,358.94034634454835,262586.1101545233,12711.586845146398,12352.646498801849,12702.303000330365
